Abbreviation,Description,Reaction,GPR,Lower bound,Upper bound,Objective,Subsystem
LCYSTintv,L cystine transport via proton symport  vacuolar ,cysi__L_v + h_v  -> cysi__L_c + h_c ,YCR075C,0,999999,0,S_Transport__Vacuolar
LEUTA,Leucine transaminase,akg_c + leu__L_c  <=> 4mop_c + glu__L_c ,YJR148W,-999999,999999,0,S_Valine__Leucine__and_Isoleucine_Metabolism
LEUTAm,Leucine transaminase  mitochondrial,akg_m + leu__L_m  <=> 4mop_m + glu__L_m ,YHR208W,-999999,999999,0,S_Valine__Leucine__and_Isoleucine_Metabolism
LEUTRS,Leucyl-tRNA synthetase,atp_c + leu__L_c + trnaleu_c  -> amp_c + leutrna_c + ppi_c ,YPL160W,0,999999,0,S_tRNA_charging
LEUTRSm,Leucyl tRNA synthetase  mitochondrial,atp_m + leu__L_m + trnaleu_m  -> amp_m + leutrna_m + ppi_m ,YLR382C,0,999999,0,S_tRNA_charging
ID3ACALDt,Indoleacetaldehyde transport  extracellular ,id3acald_c  <=> id3acald_e ,,-999999,999999,0,S_Transport__Extracellular
ID3ACALDtm,Indole 3 acetaldehyde mitochondrial transport via diffusion,id3acald_c  <=> id3acald_m ,,-999999,999999,0,S_Transport__Mitochondrial
IG3PS,Imidazole-glycerol-3-phosphate synthase,gln__L_c + prlp_c  -> aicar_c + eig3p_c + glu__L_c + h_c ,YBR248C,0,999999,0,S_Histidine_Metabolism
IGPDH,Imidazoleglycerol-phosphate dehydratase,eig3p_c  -> h2o_c + imacp_c ,YOR202W,0,999999,0,S_Histidine_Metabolism
IGPS,Indole-3-glycerol-phosphate synthase,2cpr5p_c + h_c  -> 3ig3p_c + co2_c + h2o_c ,YKL211C,0,999999,0,S_Tyrosine__Tryptophan__and_Phenylalanine_Metabolism
ILETA,Isoleucine transaminase,akg_c + ile__L_c  <=> 3mop_c + glu__L_c ,YJR148W,-999999,999999,0,S_Valine__Leucine__and_Isoleucine_Metabolism
ILETAm,Isoleucine transaminase  mitochondrial,akg_m + ile__L_m  <=> 3mop_m + glu__L_m ,YHR208W,-999999,999999,0,S_Valine__Leucine__and_Isoleucine_Metabolism
ILETRS,Isoleucyl-tRNA synthetase,atp_c + ile__L_c + trnaile_c  -> amp_c + iletrna_c + ppi_c ,YBL076C,0,999999,0,S_tRNA_charging
ILETRSm,Isoleucyl tRNA synthetase  mitochondrial,atp_m + ile__L_m + trnaile_m  -> amp_m + iletrna_m + ppi_m ,YPL040C,0,999999,0,S_tRNA_charging
ILEt2r,L isoleucine reversible transport via proton symport,ile__L_e + h_e  <=> ile__L_c + h_c ,YBR069C or YKR039W or YCL025C or YBR068C or YDR046C,-999999,999999,0,S_Transport__Extracellular
ILEt6,L isoleucine transport in via proton antiport  vacuolar ,ile__L_c + h_v  -> ile__L_v + h_c ,YJR001W,0,999999,0,S_Transport__Vacuolar
ILEt7,L isoleucine transport out via proton symport  vacuolar,ile__L_v + h_v  -> ile__L_c + h_c ,YKL146W or YNL101W,0,999999,0,S_Transport__Vacuolar
LEUt2r,L leucine reversible transport via proton symport,h_e + leu__L_e  <=> h_c + leu__L_c ,YBR069C or YKR039W or YCL025C or YBR068C or YDR046C or YDR508C,-999999,999999,0,S_Transport__Extracellular
LEUt6,L leucine transport in via proton antiport  vacuolar ,h_v + leu__L_c  -> h_c + leu__L_v ,YJR001W,0,999999,0,S_Transport__Vacuolar
LEUt7,L leucine transport out via proton symport  vacuolar,h_v + leu__L_v  -> h_c + leu__L_c ,YNL101W or YKL146W,0,999999,0,S_Transport__Vacuolar
LGTHL,Lactoylglutathione lyase,gthrd_c + mthgxl_c  -> lgt__S_c ,YML004C,0,999999,0,S_Alternate_Carbon_Metabolism
LNS14DM,Cytochrome P450 lanosterol 14 alpha demethylase  NADP ,2 h_c + lanost_c + 3 nadph_c + 3 o2_c  -> 44mctr_c + for_c + 4 h2o_c + 3 nadp_c ,YHR007C and YHR042W,0,999999,0,S_Sterol_Metabolism
LNS14DMx,Cytochrome P450 lanosterol 14 alpha demethylase  NAD ,2 h_c + lanost_c + 3 nadh_c + 3 o2_c  -> 44mctr_c + for_c + 4 h2o_c + 3 nad_c ,( YNL111C and YHR007C and YKL150W ) or ( YIL043C and YNL111C and YHR007C ),0,999999,0,S_Sterol_Metabolism
FORt,Formate transport via diffusion,for_e  <=> for_c ,,-999999,999999,0,S_Transport__Extracellular
LNSTLS,Lanosterol synthase,Ssq23epx_c  -> lanost_c ,YHR072W,0,999999,0,S_Sterol_Metabolism
MACACI,Maleylacetoacetate isomerase,4mlacac_c  -> 4fumacac_c ,,0,999999,0,S_Tyrosine__Tryptophan__and_Phenylalanine_Metabolism
MALOAAtp,Malateoxaloacetate shuttle,mal__L_x + oaa_c  <=> mal__L_c + oaa_x ,,-999999,999999,0,S_Transport__Peroxisomal
LPCAT_SC,Lyso phosphatidylcholine acyltransferase acyltransferase  yeast specific,0.01 1agpc_SC_c + 0.02 dcacoa_c + 0.06 ddcacoa_c + 0.17 hdcoa_c + 0.27 pmtcoa_c + 0.09 ocdycacoa_c + 0.24 odecoa_c + 0.05 stcoa_c + 0.1 tdcoa_c  -> coa_c + 0.01 pc_SC_c ,YPR140W,0,999999,0,S_Phospholipid_Biosynthesis
LPP_SC,Lipid phosphate phosphatase  yeast specific,0.01 dagpy_SC_c + h2o_c  -> h_c + 0.01 pa_SC_c + pi_c ,YDR284C or YDR503C,0,999999,0,S_Phospholipid_Biosynthesis
FORtm,Formate mitochondrial transport,for_m  -> for_c ,,0,999999,0,S_Transport__Mitochondrial
FRDPtm,Farnesyl diphosphate transport  mitochondrial ,frdp_c  <=> frdp_m ,,-999999,999999,0,S_Transport__Mitochondrial
FRDcm,Fumarate reductase  cytosolicmitochondrial,fadh2_m + fum_c  -> fad_m + succ_c ,YEL047C,0,999999,0,S_Transport__Mitochondrial
LSERDHr,L-serine dehydrogenase,nadp_c + ser__L_c  <=> 2amsa_c + h_c + nadph_c ,YMR226C,-999999,999999,0,S_Glycine_and_Serine_Metabolism
LYSTRS,Lysyl-tRNA synthetase,atp_c + lys__L_c + trnalys_c  -> amp_c + lystrna_c + ppi_c ,YDR037W,0,999999,0,S_tRNA_charging
LYSTRSm,Lysyl tRNA synthetase  mitochondrial,atp_m + lys__L_m + trnalys_m  -> amp_m + lystrna_m + ppi_m ,YNL073W,0,999999,0,S_tRNA_charging
LYSt2m,Lysine mitochondrial transport via proton symport,h_c + lys__L_c  <=> h_m + lys__L_m ,,-999999,999999,0,S_Transport__Mitochondrial
LYSt2r,L lysine reversible transport via proton symport,h_e + lys__L_e  <=> h_c + lys__L_c ,YNL268W or YKR039W,-999999,999999,0,S_Transport__Extracellular
MALS,Malate synthase,accoa_c + h2o_c + glx_c  -> coa_c + h_c + mal__L_c ,YIR031C or YNL117W,0,999999,0,S_Anaplerotic_Reactions
MALSp,Malate synthase,accoa_x + h2o_x + glx_x  -> coa_x + mal__L_x + h_x ,YIR031C or YNL117W,0,999999,0,S_Anaplerotic_reactions
MALT,Alpha glucosidase,h2o_c + malt_c  -> 2 glc__D_c ,YBR299W or YGR292W or YJL221C or YGR287C or YIL172C or YJL216C,0,999999,0,S_Galactose_metabolism
MALTt2,Maltose transport in via proton symport,h_e + malt_e  -> h_c + malt_c ,YGR289C or YBR298C or YDL247W or YJR160C,0,999999,0,S_Transport__Extracellular
MALt2r,L malate reversible transport via proton symport,h_e + mal__L_e  <=> h_c + mal__L_c ,,-999999,999999,0,S_Transport__Extracellular
MALtm,Malate transport  mitochondrial,mal__L_c + pi_m  <=> mal__L_m + pi_c ,YLR348C,-999999,999999,0,S_Transport__Mitochondrial
MAN1PT,Mannose 1 phosphate guanylyltransferase,gtp_c + h_c + man1p_c  -> gdpmann_c + ppi_c ,YDL055C,0,999999,0,S_Fructose_and_Mannose_Metabolism
LYSt6,L lysine transport in via proton antiport  vacuolar ,h_v + lys__L_c  -> h_c + lys__L_v ,YBR293W or YCL069W or YMR088C,0,999999,0,S_Transport__Vacuolar
L_LACD2cm,L Lactate dehydrogenase  cytosolicmitochondrial,2 ficytc_m + lac__L_c  -> 2 focytc_m + pyr_c ,( YML054C and YEL039C ) or ( YML054C and YJR048W ),0,999999,0,S_Pyruvate_Metabolism
L_LACt2r,L lactate reversible transport via proton symport,h_e + lac__L_e  <=> h_c + lac__L_c ,YKL217W,-999999,999999,0,S_Transport__Extracellular
MAN6PI,Mannose-6-phosphate isomerase,man6p_c  <=> f6p_c ,YER003C,-999999,999999,0,S_Fructose_and_Mannose_Metabolism
L_LACtm,L lactate transport  mitochondrial,h_c + lac__L_c  <=> h_m + lac__L_m ,,-999999,999999,0,S_Transport__Mitochondrial
MANNANter,Mannan endoplasmic reticulum transport via diffusion,mannan_c  <=> mannan_r ,,-999999,999999,0,S_Transport__Endoplasmic_Reticular
FRDm,Fumarate reductase,fadh2_m + fum_m  -> fad_m + succ_m ,YJR051W,0,999999,0,S_Oxidative_Phosphorylation
MANt2,D mannose transport in via proton symport,h_e + man_e  -> h_c + man_c ,YHR094C or YFL011W or YOL156W or YEL069C or YDL245C or YJR158W or YNR072W or YMR011W or YDR345C or YHR092C or YHR096C or YDR343C or YDR342C or YJL214W or YJL219W,0,999999,0,S_Transport__Extracellular
MCITDm,2 methylcitrate dehydratase  mitochondrial,hcit_m  <=> b124tc_m + h2o_m ,,-999999,999999,0,S_Threonine_and_Lysine_Metabolism
MCITL2m,Methylisocitrate lyase,micit_m  -> succ_m + pyr_m ,YPR006C,0,999999,0,S_Anaplerotic_reactions
FRTT,Farnesyltranstransferase,frdp_c + ipdp_c  -> ggdp_c + ppi_c ,YPL069C,0,999999,0,S_Sterol_Metabolism
MCITSm,2 methylcitrate synthase,h2o_m + oaa_m + ppcoa_m  -> 2mcit_m + coa_m + h_m ,YPR001W,0,999999,0,S_Anaplerotic_reactions
MCOATA,Malonyl-CoA-ACP transacylase,ACP_c + malcoa_c  <=> coa_c + malACP_c ,YKL182W and YPL231W,-999999,999999,0,S_Fatty_Acid__Biosynthesis
MCOATAm,Malonyl CoA ACP transacylase  mitochondrial,ACP_m + malcoa_m  <=> coa_m + malACP_m ,YKL192C and YER061C and YHR067W and YOR221C and YBR026C and YKL055C,-999999,999999,0,S_Fatty_Acid__Biosynthesis
MIPC326PLC_SC,Mannose inositol phosphorylceramide  ceramide 3  26C  phospholipase C,h2o_c + 0.01 mipc326_SC_c  -> cer3_26_c + h_c + manmi1p__D_c ,YER019W,0,999999,0,S_Sphingolipid_Metabolism
MIPCS124_SC,Mannose inositiol phophorylceramide synthase  ceramide 1  24C   yeast specific,gdpmann_c + 0.01 ipc124_SC_c  -> gdp_c + h_c + 0.01 mipc124_SC_c ,( YBR036C and YPL057C ) or ( YBR036C and YBR161W ),0,999999,0,S_Sphingolipid_Metabolism
MIPCS126_SC,Mannose inositol phosphorylceramide synthase  ceramide 1  26C   yeast specific,gdpmann_c + 0.01 ipc126_SC_c  -> gdp_c + h_c + 0.01 mipc126_SC_c ,( YBR036C and YPL057C ) or ( YBR036C and YBR161W ),0,999999,0,S_Sphingolipid_Metabolism
MDH,Malate dehydrogenase,mal__L_c + nad_c  <=> h_c + oaa_c + nadh_c ,YOL126C,-999999,999999,0,S_Oxidative_Phosphorylation
MIPCS224_SC,Mannose inositol phosphorylceramide synthase  ceramide 2  24C   yeast specific,gdpmann_c + 0.01 ipc224_SC_c  -> gdp_c + h_c + 0.01 mipc224_SC_c ,( YBR036C and YPL057C ) or ( YBR036C and YBR161W ),0,999999,0,S_Sphingolipid_Metabolism
MDHm,Malate dehydrogenase  mitochondrial,mal__L_m + nad_m  <=> h_m + oaa_m + nadh_m ,YKL085W,-999999,999999,0,S_Oxidative_Phosphorylation
MDHp,Malate dehydrogenase  peroxisomal,mal__L_x + nad_x  <=> h_x + oaa_x + nadh_x ,YDL078C,-999999,999999,0,S_Oxidative_Phosphorylation
MIPCS226_SC,Mannose inositol phosphorylceramide synthase  ceramide 2  26C   yeast specific,gdpmann_c + 0.01 ipc226_SC_c  -> gdp_c + h_c + 0.01 mipc226_SC_c ,( YBR036C and YPL057C ) or ( YBR036C and YBR161W ),0,999999,0,S_Sphingolipid_Metabolism
MIPCS324_SC,Mannose inositol phosphorylceramide synthase  ceramide 3  24C   yeast specific,gdpmann_c + 0.01 ipc324_SC_c  -> gdp_c + h_c + 0.01 mipc324_SC_c ,( YBR036C and YPL057C ) or ( YBR036C and YBR161W ),0,999999,0,S_Sphingolipid_Metabolism
MIPCS326_SC,Mannose inositol phosphorylceramide synthase  ceramide 3  26C   yeast specific,gdpmann_c + 0.01 ipc326_SC_c  -> gdp_c + h_c + 0.01 mipc326_SC_c ,( YBR036C and YPL057C ) or ( YBR036C and YBR161W ),0,999999,0,S_Sphingolipid_Metabolism
MMETt2,S methylmethionine permease,h_e + mmet_e  -> h_c + mmet_c ,YLL061W,0,999999,0,S_Transport__Extracellular
FRUK,Fructose-1-phosphate kinase,atp_c + f1p_c  -> adp_c + fdp_c + h_c ,,0,999999,0,S_Fructose_and_Mannose_Metabolism
MDRPD,5-Methylthio-5-deoxy-D-ribulose 1-phosphate dehydratase,5mdru1p_c  -> dkmpp_c + h2o_c ,,0,999999,0,S_Methionine_Metabolism
FRUt2,D fructose transport in via proton symport,fru_e + h_e  -> fru_c + h_c ,YHR094C or YFL011W or YOL156W or YEL069C or YDL245C or YJR158W or YNR072W or YMR011W or YDR345C or YHR092C or YHR096C or YDR343C or YDR342C or YJL214W or YJL219W,0,999999,0,S_Transport__Extracellular
FTHFCL,5 formethyltetrahydrofolate cyclo ligase,5fthf_c + atp_c  -> adp_c + methf_c + pi_c ,YER183C,0,999999,0,S_Folate_Metabolism
ME1m,Malic enzyme  NAD   mitochondrial,mal__L_m + nad_m  -> co2_m + nadh_m + pyr_m ,YKL029C,0,999999,0,S_Anaplerotic_reactions
ME2m,Malic enzyme  NADP   mitochondrial,mal__L_m + nadp_m  -> co2_m + nadph_m + pyr_m ,YKL029C,0,999999,0,S_Anaplerotic_reactions
MOHMT,3-methyl-2-oxobutanoate hydroxymethyltransferase,3mob_c + h2o_c + mlthf_c  -> 2dhp_c + thf_c ,YBR176W,0,999999,0,S_Pantothenate_and_CoA_Biosynthesis
MTAP,5  methylthioadenosine phosphorylase,5mta_c + pi_c  -> 5mdr1p_c + ade_c ,YLR017W,0,999999,0,S_Methionine_Metabolism
MELIBt2,Melibiose transport in via symport,h_e + melib_e  -> h_c + melib_c ,,0,999999,0,S_Transport__Extracellular
FTHFCLm,5 formethyltetrahydrofolate cyclo ligase  mitochondrial,5fthf_m + atp_m  -> adp_m + methf_m + pi_m ,,0,999999,0,S_Folate_Metabolism
MELTGH,Melibiitol galactohydrolase,h2o_c + melt_c  <=> gal_c + sbt__D_c ,YBR184W,-999999,999999,0,S_Galactose_metabolism
METAT,Methionine adenosyltransferase,atp_c + h2o_c + met__L_c  -> amet_c + ppi_c + pi_c ,YDR502C or YLR180W,0,999999,0,S_Methionine_Metabolism
MTHFC,Methenyltetrahydrofolate cyclohydrolase,h2o_c + methf_c  <=> 10fthf_c + h_c ,YGR204W,-999999,999999,0,S_Folate_Metabolism
MTHFCm,Methenyltetrahydrifikate cyclohydrolase  mitochondrial,h2o_m + methf_m  <=> 10fthf_m + h_m ,YBR084W,-999999,999999,0,S_Folate_Metabolism
MTHFD,Methylenetetrahydrofolate dehydrogenase (NADP),mlthf_c + nadp_c  <=> methf_c + nadph_c ,YGR204W,-999999,999999,0,S_Folate_Metabolism
FTHFI,5 Formyltetrahydrofolate10 Formyltetrahydrofolate isomerase,5fthf_c + atp_c + h2o_c  -> 10fthf_c + adp_c + h_c + pi_c ,,0,999999,0,S_Folate_Metabolism
MTHFD2i,Methylenetetrahydrofolate dehydrogenase  NAD ,mlthf_c + nad_c  -> methf_c + nadh_c ,YKR080W,0,999999,0,S_Folate_Metabolism
MTHFDm,Methylenetetrahydrofolate dehydrogenase  NADP   mitochondrial,mlthf_m + nadp_m  <=> methf_m + nadph_m ,YBR084W,-999999,999999,0,S_Folate_Metabolism
MTHFR3,5 10 methylenetetrahydrofolatereductase  NADPH ,2 h_c + mlthf_c + nadph_c  -> 5mthf_c + nadp_c ,YPL023C or YGL125W,0,999999,0,S_Folate_Metabolism
METB1,Metb1 (rev),achms_c + cys__L_c  -> ac_c + cyst__L_c + h_c ,YJR130C,0,999999,0,S_Methionine_Metabolism
METS,Methionine synthase,5mthf_c + hcys__L_c  -> h_c + met__L_c + thf_c ,YER091C,0,999999,0,S_Methionine_Metabolism
METTRS,Methionyl-tRNA synthetase,atp_c + met__L_c + trnamet_c  -> amp_c + mettrna_c + ppi_c ,YGR264C,0,999999,0,S_tRNA_charging
METTRSm,Methionyl tRNA synthetase  mitochondrial,atp_m + met__L_m + trnamet_m  -> amp_m + mettrna_m + ppi_m ,YGR171C,0,999999,0,S_tRNA_charging
METt2m,Methionine mitochondrial transport via proton symport,h_m + met__L_m  <=> h_c + met__L_c ,,-999999,999999,0,S_Transport__Mitochondrial
FTHFLi,Formate-tetrahydrofolate ligase,atp_c + for_c + thf_c  -> 10fthf_c + adp_c + pi_c ,YGR204W,0,999999,0,S_Folate_Metabolism
METt2r,L methionine reversible transport via proton symport,h_e + met__L_e  <=> h_c + met__L_c ,YKR039W or YCL025C or YDR508C or YBR068C or YDR046C or YGR055W or YHL036W,-999999,999999,0,S_Transport__Extracellular
MTRI,5-methylthioribose-1-phosphate isomerase,5mdr1p_c  <=> 5mdru1p_c ,,-999999,999999,0,S_Methionine_Metabolism
NABTNO,N4 AcetylaminobutanalNAD oxidoreductase,h2o_c + n4abutn_c + nad_c  -> 4aabutn_c + 2 h_c + nadh_c ,,0,999999,0,S_Other_Amino_Acid_Metabolism
NACt,Nicotinic acid transport,nac_e  <=> nac_c ,YGR260W,-999999,999999,0,S_Transport__Extracellular
NADDPp,NAD diphosphatase  peroxisomal,h2o_x + nad_x  -> amp_x + 2 h_x + nmn_x ,YGL067W,0,999999,0,S_NAD_Biosynthesis
NADH2_u6cm,NADH dehydrogenase  cytosolicmitochondrial,h_c + nadh_c + q6_m  -> nad_c + q6h2_m ,YMR145C or YDL085W,0,999999,0,S_Oxidative_Phosphorylation
NADH2_u6m,NADH dehydrogenase  mitochondrial,h_m + nadh_m + q6_m  -> nad_m + q6h2_m ,YML120C or YKL192C,0,999999,0,S_Oxidative_Phosphorylation
NADK,NAD kinase,atp_c + nad_c  -> adp_c + h_c + nadp_c ,YJR049C or YEL041W or YPL188W,0,999999,0,S_NAD_Biosynthesis
MEVK1,Mevalonate kinase  atp ,atp_c + mev__R_c  -> 5pmev_c + adp_c + h_c ,YMR208W,0,999999,0,S_Sterol_Metabolism
MEVK2,Mevalonate kinase  ctp ,ctp_c + mev__R_c  -> 5pmev_c + cdp_c + h_c ,YMR208W,0,999999,0,S_Sterol_Metabolism
MEVK3,Mevalonate kinase  gtp ,gtp_c + mev__R_c  -> 5pmev_c + gdp_c + h_c ,YMR208W,0,999999,0,S_Sterol_Metabolism
MEVK4,Mevalonate kinase  utp ,mev__R_c + utp_c  -> 5pmev_c + h_c + udp_c ,YMR208W,0,999999,0,S_Sterol_Metabolism
MFAPS_SC,Methylene fatty acyl phospholipid synthase  yeast specific,amet_c + 0.01 ptdmeeta_SC_c  -> ahcys_c + h_c + 0.01 ptd2meeta_SC_c ,YJR073C,0,999999,0,S_Phospholipid_Biosynthesis
MGSA,Methylglyoxal synthase,dhap_c  -> mthgxl_c + pi_c ,,0,999999,0,S_Alternate_Carbon_Metabolism
MHPGLUT,5 methyltetrahydropteroyltriglutamate homocysteine S methyltransferase,hcys__L_c + mhpglu_c  -> met__L_c + hpglu_c ,YER091C,0,999999,0,S_Methionine_Metabolism
NADKm,NAD kinase  mitochondrial,atp_m + nad_m  -> adp_m + h_m + nadp_m ,YEL041W or YJR049C or YPL188W,0,999999,0,S_NAD_Biosynthesis
NADN,NAD nucleosidase,h2o_c + nad_c  -> adprib_c + h_c + ncam_c ,,0,999999,0,S_NAD_Biosynthesis
NADNm,NAD nucleosidase  mitochondrial,h2o_m + nad_m  -> adprib_m + h_m + ncam_m ,,0,999999,0,S_NAD_Biosynthesis
MI13456PKn,Inositol 1 3 4 5 6 pentakisphosphate 2 kinase  nuclear,atp_n + mi13456p_n  -> adp_n + h_n + minohp_n ,YDR315C,0,999999,0,S_Phospholipid_Biosynthesis
FTHFLmi,Formate tetrahydrofolate ligase  mitochondrial irreversible,atp_m + for_m + thf_m  -> 10fthf_m + adp_m + pi_m ,YBR084W,0,999999,0,S_Folate_Metabolism
MI1345PKn,Inositol 1 3 4 5 triphosphate 6 kinase  nucleus,atp_n + mi1345p_n  -> adp_n + h_n + mi13456p_n ,YDR173C,0,999999,0,S_Phospholipid_Biosynthesis
MI1456PKn,Inositol 1 4 5 6  tetrakisphosphate 3 kinase  nucleus,atp_n + mi1456p_n  -> adp_n + h_n + mi13456p_n ,YDR173C,0,999999,0,S_Phospholipid_Biosynthesis
MI145P6Kn,Inositol 1 4 5 triphosphate 6 kinase  nucleus,atp_n + mi145p_n  -> adp_n + h_n + mi1456p_n ,YDR173C,0,999999,0,S_Phospholipid_Biosynthesis
MI145PKn,Inositol 1 4 5 trisphosphate 3 kinase  nucleus,atp_n + mi145p_n  -> adp_n + h_n + mi1345p_n ,YDR173C,0,999999,0,S_Phospholipid_Biosynthesis
NADPPPS,NADP phosphatase,h2o_c + nadp_c  -> nad_c + pi_c ,,0,999999,0,S_NAD_Biosynthesis
NADPPPSm,NADP phosphatase,h2o_m + nadp_m  -> nad_m + pi_m ,,0,999999,0,S_NAD_Biosynthesis
NADPt,NADP transporter,nadp_c  <=> nadp_e ,,-999999,999999,0,S_Transport__Extracellular
MI145Ptn,1D myo Inositol 1 4 5 trisphosphate nuclear transport via diffusion,mi145p_c  <=> mi145p_n ,,-999999,999999,0,S_Transport__Nuclear
FUM,Fumarase,fum_c + h2o_c  <=> mal__L_c ,YPL262W,-999999,999999,0,S_Oxidative_Phosphorylation
MI1PP,Myo-inositol 1-phosphatase,h2o_c + mi1p__D_c  -> inost_c + pi_c ,YHR046C,0,999999,0,S_Phospholipid_Biosynthesis
MI1PS,Myo Inositol 1 phosphate synthase,g6p_c  -> mi1p__D_c ,YJL153C,0,999999,0,S_Phospholipid_Biosynthesis
MINOHPtn,Inositol hexakisphosphate nuclear transport  diffusion ,minohp_c  <=> minohp_n ,,-999999,999999,0,S_Transport__Nuclear
NADS1,NAD synthase (nh3),atp_c + dnad_c + nh4_c  -> amp_c + h_c + nad_c + ppi_c ,YHR074W,0,999999,0,S_NAD_Biosynthesis
NADS1n,NAD synthase  nh3   nuclear,atp_n + dnad_n + nh4_n  -> amp_n + h_n + nad_n + ppi_n ,YHR074W,0,999999,0,S_NAD_Biosynthesis
NADtn,NAD transport  nuclear through pores,nad_n  <=> nad_c ,,-999999,999999,0,S_Transport__Nuclear
MIP2C124PLC_SC,Mannose  inositol P 2 ceramide  ceramide 1  24C  phospholipase C,h2o_c + 0.01 mip2c124_SC_c  -> cer1_24_c + h_c + man2mi1p__D_c ,YER019W,0,999999,0,S_Sphingolipid_Metabolism
NAPRT,NAPRTase (rev),h_c + nac_c + prpp_c  -> ppi_c + nicrnt_c ,YOR209C,0,999999,0,S_NAD_Biosynthesis
MIP2C126PLC_SC,Mannose  inositol P 2 ceramide  ceramide 1  26C  phospholipase C,h2o_c + 0.01 mip2c126_SC_c  -> cer1_26_c + h_c + man2mi1p__D_c ,YER019W,0,999999,0,S_Sphingolipid_Metabolism
FUMAC,Fumarylacetoacetase,4fumacac_c + h2o_c  -> acac_c + fum_c + h_c ,,0,999999,0,S_Tyrosine__Tryptophan__and_Phenylalanine_Metabolism
MIP2C224PLC_SC,Mannose  inositol P 2 ceramide  ceramide 2  24C  phospholipase C,h2o_c + 0.01 mip2c224_SC_c  -> cer2_24_c + h_c + man2mi1p__D_c ,YER019W,0,999999,0,S_Sphingolipid_Metabolism
MIP2C226PLC_SC,Mannose  inositol P 2 ceramide  ceramide 2  26C  phospholipase C,h2o_c + 0.01 mip2c226_SC_c  -> cer2_26_c + h_c + man2mi1p__D_c ,YER019W,0,999999,0,S_Sphingolipid_Metabolism
MIP2C324PLC_SC,Mannose  inositol P 2 ceramide  ceramide 3  24C  phospholipase C,h2o_c + 0.01 mip2c324_SC_c  -> cer3_24_c + h_c + man2mi1p__D_c ,YER019W,0,999999,0,S_Sphingolipid_Metabolism
MIP2C326PLC_SC,Mannose  inositol P 2 ceramide  ceramide 3  26C  phospholipase C,h2o_c + 0.01 mip2c326_SC_c  -> cer3_26_c + h_c + man2mi1p__D_c ,YER019W,0,999999,0,S_Sphingolipid_Metabolism
NAPRTm,NAPRTase  mitochondrial,h_m + nac_m + prpp_m  -> ppi_m + nicrnt_m ,YOR209C,0,999999,0,S_NAD_Biosynthesis
NAt3_1,Sodium proton antiporter  HNA is 11 ,h_e + na1_c  <=> h_c + na1_e ,YLR138W,-999999,999999,0,S_Transport__Extracellular
NDP1,Nucleoside diphosphatase  ADP ,adp_c + h2o_c  -> amp_c + h_c + pi_c ,YER005W,0,999999,0,S_Nucleotide_Salvage_Pathway
NDP3,Nucleoside diphosphatase  GDP ,gdp_c + h2o_c  -> gmp_c + h_c + pi_c ,YER005W,0,999999,0,S_Nucleotide_Salvage_Pathway
NDP3g,Nucleoside diphosphatase  GDP   Golgi,gdp_g + h2o_g  -> gmp_g + h_g + pi_g ,YEL042W,0,999999,0,S_Nucleotide_Salvage_Pathway
NDP4,Nucleoside diphosphatase  dGDP ,dgdp_c + h2o_c  -> dgmp_c + h_c + pi_c ,,0,999999,0,S_Nucleotide_Salvage_Pathway
MIP2CS124_SC,Mannose  inositol P 2 ceramide synthase  ceramide 1  24C   yeast specific,0.01 mipc124_SC_c + 0.01 ptd1ino_SC_c  -> 0.01 12dgr_SC_c + 0.01 mip2c124_SC_c ,YDR072C,0,999999,0,S_Sphingolipid_Metabolism
MIP2CS126_SC,Mannose  inositol P 2 ceramide synthase  ceramide 1  26C   yeast specific,0.01 mipc126_SC_c + 0.01 ptd1ino_SC_c  -> 0.01 12dgr_SC_c + 0.01 mip2c126_SC_c ,YDR072C,0,999999,0,S_Sphingolipid_Metabolism
NDP7,Nucleoside diphosphatase  UDP ,h2o_c + udp_c  -> h_c + pi_c + ump_c ,YER005W,0,999999,0,S_Nucleotide_Salvage_Pathway
MIP2CS224_SC,Mannose  inositol P 2 ceramide synthase  ceramide 2  26C   yeast specific,0.01 mipc224_SC_c + 0.01 ptd1ino_SC_c  -> 0.01 12dgr_SC_c + 0.01 mip2c224_SC_c ,YDR072C,0,999999,0,S_Sphingolipid_Metabolism
FUMm,Fumarase  mitochondrial,fum_m + h2o_m  <=> mal__L_m ,YPL262W,-999999,999999,0,S_Oxidative_Phosphorylation
MIP2CS226_SC,Mannose  inositol P 2 ceramide synthase  ceramide 2  24C   yeast specific,0.01 mipc226_SC_c + 0.01 ptd1ino_SC_c  -> 0.01 12dgr_SC_c + 0.01 mip2c226_SC_c ,YDR072C,0,999999,0,S_Sphingolipid_Metabolism
MIP2CS324_SC,Mannose  inositol P 2 ceramide synthase  ceramide 3  24C   yeast specific,0.01 mipc324_SC_c + 0.01 ptd1ino_SC_c  -> 0.01 12dgr_SC_c + 0.01 mip2c324_SC_c ,YDR072C,0,999999,0,S_Sphingolipid_Metabolism
MIP2CS326_SC,Mannose  inositol P 2 ceramide synthase  ceramide 3  26C   yeast specific,0.01 mipc326_SC_c + 0.01 ptd1ino_SC_c  -> 0.01 12dgr_SC_c + 0.01 mip2c326_SC_c ,YDR072C,0,999999,0,S_Sphingolipid_Metabolism
